ID	HC_1	HC_10	HC_11	HC_12	HC_13	HC_2	HC_3	HC_4	HC_5	HC_6	HC_7	HC_8	HC_9	PTB_1	PTB_10	PTB_11	PTB_12	PTB_13	PTB_2	PTB_3	PTB_4	PTB_5	PTB_6	PTB_7	PTB_8	PTB_9	variance
ENSG00000196565	4.36178015733156	6.96511320417152	3.75734547274637	4.77334939161729	4.2356009873554	4.23847761131982	8.31962432696413	13.0783855815926	4.57121066695335	6.44588968767135	4.15244157859258	5.19285380639766	3.7520190762147	3.70235237386871	4.5265312654281	5.2390570204799	4.64150760142735	3.21618032489705	3.21618032489705	6.29768335371122	4.93897437763994	4.74984155065854	4.06599456973363	5.64843443202249	3.21618032489705	4.08344412994248	0.616351494508396
ENSG00000123838	5.18077587206938	9.80734014999777	3.97714611215811	4.92680581159133	7.47330685393015	4.97286948262707	4.04727207655564	8.51006001567372	7.67356001270409	9.89888986125288	7.98488935350828	8.14389227762006	4.8342562243123	5.11872986471685	6.48956222417285	4.44468546916753	4.58507571141227	4.8452481305104	4.64234422056539	9.73606861922271	4.22600402663232	4.82958065561963	5.07579919797012	4.8538764965792	4.11163845461062	4.63963695135	0.585614796687561
ENSG00000198502	10.5913366529917	9.2359525383469	7.09130481855767	7.5096304269381	10.9445849836953	10.6417452944344	6.8192728077748	5.8955519692085	8.08111945248509	8.50839302839455	6.68460310126094	6.59070118210005	6.02778060356107	10.5634390210538	8.30125980258984	9.28831066104663	12.2300187244902	11.2104535009216	11.415214021939	9.0828557624031	7.68522211680958	5.51933533233458	10.0537022868178	10.6165896520235	8.50038331331315	7.44623883587853	0.569003308931142
ENSG00000163993	5.98945903537134	5.78259942222712	5.92661596968323	6.82244398638031	5.96210041627933	5.64206530137858	9.50689442249278	6.62892115678885	5.27832016406399	10.2851711857694	4.7875985051328	9.5965467409432	5.20949845587649	6.44923690430481	6.31989707278957	5.83662187785407	6.6744241718233	9.95503314629221	9.26104611415728	6.48391175265871	9.95416678826199	8.97532415705437	5.99309430342837	10.299659294059	9.66099297549785	5.61847512430283	0.554633059763596
ENSG00000168062	6.45673130654245	11.2903468504239	5.6615509861461	7.47277318134704	4.73487102375872	5.90584771416298	6.97369918734	8.6307657222612	5.10953937098833	6.94618636550518	6.01971859224621	5.66691642810461	7.61328766871636	9.24950207204449	10.9509012654317	9.34973900355778	6.56529522795259	6.71129640336032	9.74957899004773	10.791210110534	8.13507158907406	7.97073680569345	9.6647746197799	6.55837359636103	5.8036116606352	9.00849592879146	0.54989492152044
ENSG00000167768	7.50564619641482	8.21519574254487	5.94258786348563	10.2358438956597	5.21816001852304	8.40689244878093	6.87262942556838	12.0342599159501	7.53666714600621	9.38801424801472	7.7669353060822	5.54167521647757	7.73267828183285	5.21058342744486	4.46326917710707	9.55309989302423	5.26549818639949	5.39683402961725	4.56638317053557	6.91100003077958	5.90259075456477	6.20367213309631	7.04306684749994	8.48360110671621	8.40126267226523	6.20833483706803	0.540362013551818
ENSG00000131002	3.21618032489705	3.21618032489705	3.21618032489705	3.21618032489705	7.23079638608373	3.87072186011747	6.97369918734	7.07177983209007	7.12751946144752	3.21618032489705	3.21618032489705	3.21618032489705	3.21618032489705	3.21618032489705	6.09193170621461	3.21618032489705	7.02440730661989	6.77091727373838	6.07961528811386	3.21618032489705	7.00378344831286	7.15752473640234	6.99356829093844	3.21618032489705	6.83214260981579	6.79008404859588	0.535788793092132
ENSG00000137267	4.65485407113712	4.54453061586809	7.09831886365675	9.38085477677461	8.21525896045689	8.41925558457141	8.30039280807868	11.1206260323485	6.9695498826043	8.30203548026414	7.04917326089193	6.81754841893943	9.4919229789314	6.75234474988057	5.33070682118574	9.456471380648	7.73608985214106	5.0688551087961	5.68269827810786	6.65945958358123	6.70697283788132	8.05419242912667	7.74143171654928	4.40359163366401	4.93289328519925	3.92777346135823	0.528860462952494
ENSG00000076864	6.1736598878014	7.84226478927381	4.64749837291067	8.45222372445443	4.63069626006737	6.31784398507138	7.28972875357341	9.18032157760625	4.68034868408106	5.46062376463184	5.00493770317422	3.76412392273224	4.27041537739827	3.70235237386871	6.91255000015014	11.5676892888986	4.46227076889204	6.08259633802468	4.52626580949589	5.72508508030098	5.47304279194048	4.22653808118516	4.19294673963215	5.64843443202249	5.53275238143099	5.50869480470899	0.527253568438602
ENSG00000133742	8.26549474325264	10.5319271269484	6.18921933980586	9.509854066437	6.97628291827759	8.87608758876333	7.98812334789835	12.5005515637839	6.92237899524572	7.71461018134653	7.29332336932888	7.22511265170639	9.14715453027286	5.45223160503632	6.62898822269963	12.5287513375204	6.65088898255891	6.79981555396898	5.69848872594342	7.61147955120985	5.62508475852067	7.21155066104161	7.13719851639308	7.70008235192787	7.30846365067099	6.4779681354133	0.525567131553625
ENSG00000149131	8.21387777769372	13.2398823312943	7.59573511383679	9.59614001327962	6.63121414486351	8.22164580144627	8.31484046865978	9.48067581412542	6.71632817320582	9.35587049668511	7.61830386710541	7.55245156792866	10.4046335670452	10.6089303240892	12.9757031843626	11.8954619727614	8.80132449954302	8.63097586268013	11.2620179763115	11.9273958520664	9.57549969076955	9.6986148815521	11.2671030182936	8.38639680598396	7.87326677189226	10.3798335575982	0.524063614979111
ENSG00000134321	8.96802800591185	13.4453054223499	7.81116100860503	10.5814619508898	6.40031941602912	8.21693121784261	9.62938793714649	9.55710234460428	6.60089644143237	8.54959378574657	7.81974514169108	6.46202709753735	11.3308277850619	10.9566385232668	12.1278658974043	11.0572707560618	7.86359329659666	8.53747592057663	10.4252370153066	11.8458205955493	9.69823974183409	8.99079758088719	9.25861034884741	9.40801246801788	7.30846365067099	10.1100352888673	0.516855608167214
ENSG00000213058	6.99437899637489	6.17640587231876	3.59995670510267	7.22032305815918	3.81280363829922	3.21618032489705	7.96386959845032	7.55232093866818	4.14744110190038	3.21618032489705	3.69043097134945	4.1543434732517	3.21618032489705	6.58484284212647	6.14401175445888	3.77876348086917	3.95023935032856	3.21618032489705	3.9895238715295	3.62862583143872	7.67567392510948	3.60473620440832	3.21618032489705	3.8223181172725	8.20721808385572	6.83480851024424	0.513123587590426
ENSG00000099725	4.13046275375375	4.1714512920004	3.87706836698065	3.21618032489705	7.19140014396038	4.01449570485445	7.39344239844992	7.40932597423871	7.47281978667559	3.89704359104268	4.15244157859258	3.21618032489705	3.21618032489705	4.33361502420966	6.50282083463445	3.21618032489705	7.27493557750265	7.06843277376112	6.99212175426224	3.21618032489705	7.04155738293761	7.30145140618173	7.38731647533324	3.21618032489705	6.83214260981579	6.8923362728715	0.510703346257681
ENSG00000152766	5.77685811974735	11.2822104744126	4.92068276973018	6.02089126357872	4.87512291095202	5.38606707743508	5.18128092612122	6.99353917948078	4.68034868408106	5.94159366375103	5.1456609208142	5.0082796234504	5.66096043461141	7.76076141448688	10.8155218925857	8.24365921958907	5.58262640478289	5.25807821448801	8.01637172401647	8.74498133938004	6.40313978247809	6.93452739246645	8.27782952118654	5.91743393718485	5.33917792711342	7.67161296564342	0.502162606265006
ENSG00000237541	7.9822342648814	8.37688091475916	6.2024509018066	7.08009438374919	3.21618032489705	5.02089596867716	7.42937059003189	5.07412699399226	8.92423794520907	5.22343319782869	6.10881070060331	6.96670984320665	5.09667043135623	4.93957626987971	9.21391467233834	7.33240694080702	3.21618032489705	6.70111171827327	3.90949994139522	7.70452331064628	5.72401773406021	5.56309907892961	8.82741064763401	3.8223181172725	7.23929940050775	7.59604353957539	0.484988577727607
ENSG00000110203	9.79237492398635	7.56962681719823	7.01178864636501	10.1696233222317	11.4270643540097	7.10469441253541	11.3051743176017	7.18165242873913	6.32266655877559	7.71461018134653	6.83407441027544	7.22511265170639	11.9137819382782	8.17439395400011	8.86847808902531	9.04806896501245	7.38547237762955	12.8665467111679	8.13915109826972	8.05546440482677	8.20636360634031	7.84426260948777	8.75534167290173	8.96438638625493	8.69319970646334	10.9488794578397	0.479697358543216
ENSG00000204936	6.50710184096436	6.98137462205225	4.50614203699148	9.3688984731999	4.87512291095202	8.00899722639909	5.8658878630371	6.52099693947185	5.39898017267147	8.31164988485704	4.51890011260187	6.65090142119334	8.08980586218852	8.00203604026433	8.3529234419191	12.2305582806555	6.55263400663512	6.50404469700281	6.84106269129975	6.26894477224731	6.80708795740784	7.09420212653151	9.94130645850972	8.34264230105913	6.68325648803118	5.50869480470899	0.474846048442183
ENSG00000188856	7.15214586126035	6.55035353802281	3.75734547274637	3.21618032489705	6.95758828323088	3.87072186011747	7.4901576650519	4.09218105840817	8.34951964897548	4.37503735329511	3.69043097134945	3.76412392273224	7.05911684765334	3.90055445307554	3.95085051865449	6.10546503585537	7.41356396023039	6.89211349387737	7.02294630454154	6.75521914434292	6.78940172695867	6.66034399673855	3.7115085246027	3.21618032489705	3.85436183849637	6.98113333379337	0.459652229787855
ENSG00000169429	11.0051186124537	8.70385940655516	10.0841649410211	11.445701710621	10.5250028972247	10.4270907969292	11.1661348398941	10.2606393602762	9.9445113054828	10.9631564079779	9.757574988789	11.2512802094879	7.20634609647676	7.78539883971284	7.29235404482009	6.90057469933309	10.6446105556812	10.0635278150383	7.51375269332182	7.13265316562139	6.80708795740784	6.80843215485713	6.96816017992544	8.69550654114932	10.7643073544162	9.3366479582821	0.445665692166007
ENSG00000147206	3.21618032489705	3.77434917526488	4.14299115540626	3.6674903359494	3.81280363829922	3.87072186011747	4.04727207655564	3.21618032489705	8.23122841858001	6.44588968767135	3.21618032489705	3.21618032489705	3.21618032489705	3.21618032489705	3.64337787129688	3.21618032489705	4.32231540593144	4.01532839311103	3.90949994139522	3.21618032489705	7.54540110975648	3.21618032489705	3.7115085246027	4.06731030067774	9.14818241221074	3.21618032489705	0.434776249182008
ENSG00000229391	6.59114868389759	7.5588642333085	6.26679361126178	5.93509537424258	3.21618032489705	3.21618032489705	6.51753037490874	5.22802781678164	7.99749066790369	5.03666533332306	5.35008887442956	3.21618032489705	4.58958789780369	3.81023283050128	8.09563289285753	7.84563027112125	3.21618032489705	3.61956715182436	5.38110880752299	6.74489247010887	4.97355427327159	3.21618032489705	7.73393987796833	5.24610896799696	5.26770292019174	6.27531062372665	0.427176968146205
ENSG00000067646	3.63051111453323	3.21618032489705	3.21618032489705	3.21618032489705	6.52047688772684	3.87072186011747	6.64602564363793	6.91075987739887	6.70519849676006	3.21618032489705	3.21618032489705	3.21618032489705	3.7520190762147	3.21618032489705	6.47617794905731	3.77876348086917	6.22479823207746	6.24702462529632	6.09145719521208	3.21618032489705	6.34344672165762	6.68931218494602	6.50220847132029	3.21618032489705	6.7346377017087	6.38028475500098	0.412159604028948
ENSG00000123689	9.9011869736796	9.34623460509606	8.62726522920243	10.2949517653722	8.3533426368893	9.04775609930483	9.9085669185527	9.3304070053464	8.83584085027433	9.03472491078248	9.77436736535464	9.91920735426674	8.04085719864704	6.01480419898538	7.31491872923983	8.51618032606093	6.96856533546255	8.49128449021943	6.1716437305641	6.14769879895832	5.93567302714751	5.04077980822436	6.2062755509237	5.49076054477365	7.34183263467455	8.5276061465704	0.396629085940223
ENSG00000150337	7.94199347169239	11.9785785900559	7.60067163440791	8.86366648872455	6.65468952142295	7.93050790851068	8.06992992121821	9.39240574112942	6.56435063845953	8.50839302839455	8.57027202558945	7.19860160257105	9.17978867781819	9.9089270816259	12.0824427905219	10.8735850218939	8.26087971519623	7.83806987624143	11.0442687853999	10.9750977813319	8.36312208884241	9.34244268005837	10.4941668819987	8.07487948415596	7.80324614447806	10.0366665536937	0.374324412689228
ENSG00000120217	7.12836410759162	10.4072830460443	6.00468817311183	7.08988309579303	5.6410963071928	7.00937571164808	6.79182528762839	7.84664495143699	5.56140640232005	7.52899374126204	7.03803702955224	5.30242635906918	7.88314976420582	8.72346661899593	10.8069541166828	9.65394860400036	6.41936118055628	6.9274210174396	8.8048449806962	9.35975508612298	7.15613147283747	7.82710234080802	9.78905678776264	6.45150140597085	5.40692154885491	7.88764940985096	0.372951049611384
ENSG00000154451	10.6177965455329	15.0681226642487	10.4413749244843	10.6677485917082	10.1099361065741	10.6276183484162	11.0580205509493	12.2968385042833	9.85616466864881	11.0125853033985	10.8442648702246	9.783635635822	10.9259887854386	13.2863433430892	14.5406690888526	12.6871008108074	10.811121481755	10.542396733294	13.2290544085584	13.9869906430708	11.5177793659999	11.980938312839	13.5037924017559	10.2804763309479	10.0435882259251	12.7740665143973	0.37227014580983
ENSG00000100336	4.21453120756327	8.95389570778556	4.2145150397525	4.59598136356289	4.38566400801201	4.3316353982766	4.46405516040255	4.89830528391015	3.81121366372093	4.9315025638522	4.43959822228205	4.41408734991203	3.21618032489705	5.23254232480961	9.31221300906642	6.6749627154048	3.95023935032856	3.78482740571133	7.09431930986266	5.92491708928042	4.35493810407049	4.90420363985592	5.67790872713539	4.06731030067774	3.21618032489705	5.98563018143332	0.369588314986208
ENSG00000120738	6.21993815092184	6.89814780170187	7.04848188769831	9.89043986507727	8.00021208321437	8.46370041978527	7.84272691182972	7.77852008525432	6.50126149411664	6.2971189396874	6.88475644998479	7.81011867601959	5.54095279642892	5.16549266138097	7.65836783921126	8.8157177566658	9.05360622919254	10.452643990664	6.94781746733255	5.43829752178535	5.8514242935352	4.7077775676752	5.64527907493042	6.39486862311961	7.45286253982503	9.49266348703074	0.352884727699396
ENSG00000230202	6.2499606869264	6.67599020178353	9.976495244442	9.51889904601148	6.90975083836214	6.6779489098608	6.6612980769097	6.57598734786878	7.03307445914182	6.64321798522928	7.0040976532163	6.81754841893943	9.4945193998337	5.87440399712008	5.92281980925887	6.04299467946272	6.93008517302101	6.11397131580804	5.75987223636297	5.76746025252676	5.72401773406021	8.72539667987637	5.54234718043543	9.43255384603792	9.97104512565722	9.4057634460628	0.350028596857881
ENSG00000265531	4.84284211801232	9.35246645325107	5.08319055109754	5.26072587984206	4.31367554272653	5.45485113667812	5.22546897123662	5.80486104177388	4.05192675314534	6.03935598336535	5.79537836254202	4.29346307570391	6.02778060356107	6.7947950632885	8.78231049165445	8.26397046815499	4.64150760142735	4.66835137920598	7.7191257662402	7.69921381017892	5.56203339435631	5.51933533233458	7.74888470580421	5.43375431861198	4.11163845461062	6.25333944619586	0.341054183400291
ENSG00000106565	9.03750131267313	10.0528531709207	7.00433548425476	9.68078126443157	10.0040613580513	6.45376344569178	6.64602564363793	6.82287570996255	9.13852022279547	6.37346996509735	6.23259213013091	7.072818787834	9.69067522647963	9.27205710971574	10.4290060033907	9.51409251765744	7.57767400138474	6.77091727373838	8.85855462807256	7.34508396787717	6.94916226794233	8.93389815693399	9.9670510658265	9.41506700817885	8.9893106003711	10.8079225956315	0.336105460558009
ENSG00000158578	13.0470255710669	14.6342145488956	12.1784210935918	14.4393666816981	12.0906524209311	14.3200844143713	13.0112148808273	16.3879853381518	11.9154203261067	12.9364863629018	12.3808298658104	11.894304049218	14.95729294937	10.7124075613794	12.361155885552	16.1106318199527	11.590595010543	11.0137516758147	11.3168720663249	12.9718462114973	11.3745764358636	12.297417325055	12.3765758903187	13.5008004424999	12.3239883449901	12.8600738229418	0.335048408400682
ENSG00000004939	11.3965345579274	11.817886640426	9.83631998359746	12.3609290576989	9.9972500176024	11.2167126884417	11.6200322863551	14.8015671626933	10.4510809211659	11.2206495331359	9.72857146336937	9.763506355803	12.3771794233654	9.26332757783655	10.2978010624719	15.2055961862423	10.2716708158914	10.0255650231897	10.076330303338	10.730815528095	9.27615531436047	10.5478318111294	11.5162833559206	11.4245259382512	10.9072357021487	10.0819020685064	0.329501564796216
ENSG00000133048	9.19781448882032	8.99431541489843	10.3167111706906	10.5614682420298	9.85505495586063	8.86709364683998	9.92904399178787	9.30645261686386	9.08413511585879	9.11922816157062	9.65249554329734	10.7583293857194	9.15045138252042	6.72332351731893	6.25846543281569	8.5823542201702	10.8691577508683	9.89977452216918	6.01884117424007	10.2233138407512	10.6478344117473	9.60244741019902	10.5873664749757	11.920862701289	11.1553800133782	7.56113700036563	0.329298420327291
ENSG00000143416	10.0228446619115	10.8845128194205	8.51166913751777	12.0885721845565	8.85091778672405	10.3246367991871	10.423404761231	13.4333726298636	9.77663207877026	10.5756725349539	9.2555703837319	8.63757790582272	11.2470952399428	7.4749851897643	8.13833372184878	13.0758378304613	9.10175215820354	9.33516295036464	7.93152424430987	9.57902856970856	8.8752183349839	9.44568926301113	10.2315046496557	10.3954952502731	10.0686370311456	8.77761802765618	0.32557589905641
ENSG00000137959	7.77383390326357	11.8698481541551	7.11224454620144	9.28018166270809	6.41418711679259	7.3661583701669	8.21566647983467	7.34788243746271	6.03051159325044	6.2971189396874	6.84691500424301	6.4163913677053	9.51512418870753	9.13111045663254	10.5341716685052	9.98055850619766	6.94945500436071	7.21113813330417	8.68143779647403	9.63699777533527	7.73203394790025	7.55729060576092	8.10871921222666	7.89460991523865	7.0091569176928	9.07636978200272	0.322441722044934
ENSG00000002933	7.9822342648814	8.99431541489843	5.94258786348563	8.75759275509679	8.74914459950829	5.52022403559609	5.18128092612122	6.13652148638191	8.03329685975283	5.46062376463184	5.1456609208142	6.0470979526417	8.63782688141365	8.15563170196021	9.2493783322297	8.40476256250572	6.75385409354101	5.87777249468977	7.4152037413723	6.42019173655994	5.49585593261306	6.88542020743481	8.84834696620235	8.6838677893253	8.37738661594958	9.37851343933514	0.32135685533247
ENSG00000010030	5.47335413037474	10.6094155548012	5.87755675650324	6.99927223020401	5.34494986756154	5.80637423249607	5.18128092612122	7.07177983209007	4.99614421512757	6.81640504928298	5.9729282785564	5.30242635906918	7.65109107413763	7.39023124637254	9.68021720269212	7.38292175501349	6.74277527745624	6.30232575271082	8.58398644013239	8.69791310944171	5.8857463108461	6.30762892874448	7.89708455713251	5.43375431861198	5.59146036454576	7.20727727646066	0.315104888732844
ENSG00000116299	9.62899900275312	9.62889843898004	9.77989538981853	7.82230760514406	6.32885383905943	6.84716025129044	6.5991956628292	7.43908785161727	9.02761797500836	8.28261194988282	7.08207041917544	9.31852382869798	8.69765918097001	6.14226301804336	9.22583306314636	10.1806252384188	6.36231326045227	9.28698803198445	10.9596250533314	7.22440767065554	10.2473943400614	10.2023806107569	7.48882670464123	9.25128837105619	9.48236651679934	9.56036471782505	0.31161563853097
ENSG00000225492	4.36178015733156	8.69407509410704	4.14299115540626	4.10820783280893	3.63954863520265	4.13423302640279	4.17161140519942	5.07412699399226	4.23295460003935	4.17053111082055	4.15244157859258	4.52146637328817	4.27041537739827	4.91168224040824	9.18774850430073	6.19420793523488	4.32231540593144	3.91042702204943	6.41616410191862	6.61473344546385	4.74906937897456	4.7077775676752	6.46616473644315	4.40359163366401	4.30458204128493	6.01221416358467	0.308679961830253
ENSG00000049247	7.301327919951	7.7124019887268	7.19306578355641	3.99169266249996	6.88025845439401	6.88350817517167	7.07945236005296	6.7292058468905	6.42163530114905	7.33478880340288	7.11422735010276	7.22511265170639	4.13406441249103	3.70235237386871	4.15809809018935	6.40655074649163	3.64301747676905	7.14531192987124	6.34913670093219	7.07627908953186	7.06375134059328	3.98646099594727	5.94091572990415	6.53240367631153	7.62523943284776	3.92777346135823	0.304700346327721
ENSG00000224114	6.97671128985486	6.57208220154988	4.28056267086156	7.13784580654734	4.14988037081379	4.81604376418814	7.90775580779394	8.315649438275	4.68034868408106	5.46062376463184	4.51890011260187	5.35390218799486	4.97257190881776	6.49302825909269	6.46266555256095	3.77876348086917	4.84230558341521	4.66835137920598	4.1876847367392	4.54165777484019	7.48104193968312	4.61855387974688	3.7115085246027	4.9430458830593	7.91812213845436	6.91332414906521	0.299858517738814
ENSG00000223609	9.47946043618948	10.4087786782303	8.38598344069816	11.5245973399476	8.65991369609518	9.92626637519474	9.79987038032398	13.3032797659991	9.1869639415217	9.78280848564883	8.78443670491086	8.54097875607872	10.6089221253681	7.25036335243888	8.67914687675829	12.9997335007699	8.5245230100298	9.43305715781	8.207552821743	8.59319235401361	8.2711285539657	8.46224395461047	9.91012568696858	9.90547654669099	9.94693096738004	9.16458645059111	0.293057188523609
ENSG00000115155	4.21453120756327	7.33735687293195	4.88538091981356	5.10493449157349	4.38566400801201	4.5667521642506	4.27976308551176	4.69171647128943	4.68034868408106	5.72235541301472	4.84579695587788	3.21618032489705	7.35137303289769	4.51011895295568	7.99697849227071	9.62547355661954	4.84230558341521	4.18896079661401	4.9319443251464	5.84845060306739	4.8666628596761	4.7904020531169	4.96885735811726	4.40359163366401	4.11163845461062	4.85098934577505	0.290909716396697
ENSG00000117228	9.827115431811	13.9233384698253	9.10921756022654	10.1638691424371	8.75184596888896	9.53786286940639	10.043266190628	10.9116151598841	8.64380286028006	10.1763317695055	9.65431109761358	8.91008173312384	9.94721023149229	11.8499732367663	13.2617410201618	11.6438666658214	9.79823640559122	9.4452180714239	11.6218816893501	12.3234545717614	10.4085158588238	10.909565760701	11.9121570296055	9.75793309978302	9.06097988407249	11.697483358005	0.290898490228775
ENSG00000276168	6.95882210500632	6.88090316867606	6.91967395073588	7.37226250064636	5.75670364364743	7.29619583692689	7.27991714380581	9.38480010442792	7.62153595853649	9.19905199180455	6.89715016446578	9.8885569157847	7.8182093473859	7.59141488633629	9.70313148601128	9.53372807724008	7.44792191640664	6.53885352841684	5.96822548078157	9.53508543658096	7.88482088562366	7.24430975862901	7.77831612305385	9.67221026700768	11.4312140070912	9.01172472207726	0.290610901998936
ENSG00000111331	10.3668888577163	13.6972395111588	9.63616643564033	11.7227202231548	8.83572049896746	9.70697400791035	10.4508965903082	10.3453567608453	8.9871511033256	9.52646772353948	9.38148493622548	9.05700952667913	11.8922874055281	11.8928410735311	13.2540038301489	12.8960137911591	9.9289085736955	10.1252898447166	11.9326551540271	12.9104055177484	10.8188226154573	10.2720897741579	10.5117650567329	10.5508659280143	9.54082347266233	11.4457358282862	0.285649546135985
ENSG00000145335	9.54353815184771	10.4383702262301	7.81964902237014	10.988673304097	8.25008537501837	10.0048819316348	9.70258096602545	13.0219023496349	8.56959373517353	9.64900172107744	8.43733033156029	8.6619580414936	10.2610758152957	7.05525979033718	7.87599144980892	11.9812036372883	8.20182220126221	8.59866412795351	7.85165912540905	9.18498016241052	7.57652998905897	8.85365581817637	8.53196920940774	9.53971231891185	9.36593187806649	8.23323781003031	0.276619747360462
ENSG00000142089	12.5920625928272	15.5026053361172	10.8810921800965	13.6848805012235	10.8657609409851	12.2240527127064	12.8450375368878	12.7983098280358	11.0730073279905	13.3086133892047	12.7549080694733	11.7925873846586	14.5100494719409	13.5185391563211	15.309154395154	14.822459689335	11.3858303098578	12.747785760573	13.9938266480249	14.8943791757247	13.3856566944407	12.7658135773927	14.352870388074	11.9466462055675	11.1670239626415	13.3040533646158	0.273911322133195
ENSG00000196411	6.93156055612454	7.11995058093531	4.81143793892487	6.69962198628018	4.91836691115923	7.21317455753049	6.76383773544887	4.69171647128943	6.93193880326025	7.21660738008375	4.72629355138789	7.99052113593566	3.7520190762147	5.4149450301921	7.40879088254623	4.55446799064928	8.02682382958449	7.53023471963645	7.94761894296535	7.7869113111309	6.96498282262674	7.35039865135033	5.70976863143919	8.99295937856857	8.16133706023263	7.20161284831368	0.272617222735442
