features	weights	abs_weight
KLK2	-0.626743374960885	0.626743374960885
UGT2B17	-0.630161452036702	0.630161452036702
FER1L4	-0.63093412476793	0.63093412476793
AC004846.1	-0.631043794231077	0.631043794231077
UGT2B15	-0.631575977646015	0.631575977646015
FRK	-0.63290162888896	0.63290162888896
TLR7	-0.635666762056625	0.635666762056625
ZBTB34	-0.63738882245809	0.63738882245809
RPP25	-0.63775464079979	0.63775464079979
CACNA1C-AS2	-0.637871353031381	0.637871353031381
TMEM198	-0.639328110732056	0.639328110732056
STPG3	-0.639968456186738	0.639968456186738
VDR	-0.641083598389281	0.641083598389281
AC017007.2	-0.642127308963724	0.642127308963724
CACNA1C-AS1	-0.643171460603582	0.643171460603582
ACVR2A	-0.643546262543557	0.643546262543557
AC067930.4	-0.64391844815297	0.64391844815297
GTSF1L	-0.644693474276951	0.644693474276951
LRRC49	-0.64498267187137	0.64498267187137
LTBR	-0.645524802589938	0.645524802589938
COL19A1	-0.646312948616459	0.646312948616459
CMTM3	-0.646514376644253	0.646514376644253
AL590560.3	-0.646994199648847	0.646994199648847
FRMD4B	-0.649973264605501	0.649973264605501
RHOD	-0.650921566911012	0.650921566911012
BCAT1	-0.651332492496599	0.651332492496599
PTK6	-0.652540622542612	0.652540622542612
PLEKHG4B	-0.652666013294656	0.652666013294656
UGT2B29P	-0.653885349989256	0.653885349989256
CORO6	-0.655652457257779	0.655652457257779
LINC02363	-0.656210898023071	0.656210898023071
HAR1B	-0.657159333863936	0.657159333863936
CRYZL2P	-0.657737006673536	0.657737006673536
LINC00930	-0.658523724684882	0.658523724684882
GNAZ	-0.65878688011172	0.65878688011172
B3GALNT1	-0.658815088532032	0.658815088532032
ZFP28	-0.659385133295099	0.659385133295099
BX293535.1	-0.659757938358235	0.659757938358235
BCL7A	-0.661040782095012	0.661040782095012
VAMP5	-0.661775860284298	0.661775860284298
TFAP2A	-0.662718091194754	0.662718091194754
GAS8	-0.663123107900746	0.663123107900746
TFAP2A-AS1	-0.663287371188947	0.663287371188947
DNAH10	-0.66778687811141	0.66778687811141
RASAL1	-0.668250818834807	0.668250818834807
LINC01033	-0.669138137498205	0.669138137498205
ARMCX1	-0.670449397738646	0.670449397738646
FAM114A1	-0.67100464349346	0.67100464349346
DMD	-0.67182136953801	0.67182136953801
NMB	-0.672913556628529	0.672913556628529
FAM174B	-0.674724226310671	0.674724226310671
CERS6	-0.675110893295768	0.675110893295768
LMO7	-0.675732847760759	0.675732847760759
PRELID2	-0.676435787111451	0.676435787111451
AC006042.2	-0.677530336277139	0.677530336277139
TGFBR3	-0.677845196214024	0.677845196214024
CYP2J2	-0.678336359157615	0.678336359157615
PAX9	-0.67875364278066	0.67875364278066
AL157373.2	-0.679560508262596	0.679560508262596
ARRDC5	-0.683747988409902	0.683747988409902
CPNE7	-0.683949440644988	0.683949440644988
PFKP	-0.684237102602831	0.684237102602831
GAB1	-0.686568902933224	0.686568902933224
TRERNA1	-0.687490151795846	0.687490151795846
GSDME	-0.688431110840349	0.688431110840349
CAV1	-0.689095136823246	0.689095136823246
LINC02362	-0.689897034629961	0.689897034629961
FARP1	-0.690897888588886	0.690897888588886
DPYD	-0.696067974646029	0.696067974646029
RTKN	-0.699307890125423	0.699307890125423
KCNJ2	-0.700008601371716	0.700008601371716
KSR2	-0.701926567343208	0.701926567343208
KCTD3	-0.705021883435672	0.705021883435672
S1PR2	-0.705317805306269	0.705317805306269
SLC35G1	-0.707580573978022	0.707580573978022
GGT2	-0.708178057337683	0.708178057337683
AP000550.1	-0.708794398081207	0.708794398081207
CDHR1	-0.71379133851793	0.71379133851793
STAP2	-0.714806896049294	0.714806896049294
ZNF334	-0.717097055883882	0.717097055883882
PDE6G	-0.720257187500436	0.720257187500436
RUSC2	-0.720470670832817	0.720470670832817
ZDHHC11	-0.721149197883262	0.721149197883262
PSD3	-0.721654686777882	0.721654686777882
CACNA1C	-0.722028798705002	0.722028798705002
NETO1	-0.725140397868404	0.725140397868404
TP63	-0.726028122432243	0.726028122432243
CPM	-0.727851620438118	0.727851620438118
ADAMTS7	-0.72883842120678	0.72883842120678
SAMD7	-0.735891477300202	0.735891477300202
GGT3P	-0.73832691483071	0.73832691483071
RBMS3	-0.739494600047564	0.739494600047564
SPATA7	-0.743433013908588	0.743433013908588
AC008132.1	-0.746189395005046	0.746189395005046
ITPRIPL2	-0.750206837989034	0.750206837989034
NUDT12	-0.753542371069814	0.753542371069814
MMP14	-0.754626933442634	0.754626933442634
PPP1R9A	-0.759889854615797	0.759889854615797
WNT9A	-0.760099522522308	0.760099522522308
MAPK4	-0.760756621909599	0.760756621909599
NPTX1	-0.761600960002885	0.761600960002885
DGKH	-0.764795436604356	0.764795436604356
GLDN	-0.769811046129329	0.769811046129329
GFI1	-0.775562993385535	0.775562993385535
KCNJ2-AS1	-0.779051659658423	0.779051659658423
SPART	-0.782302498499012	0.782302498499012
KANK2	-0.784922803880668	0.784922803880668
AKAP12	-0.785446677823341	0.785446677823341
MIR4458HG	-0.787068159869445	0.787068159869445
ANK2	-0.788792773510182	0.788792773510182
MYLK	-0.789287581380964	0.789287581380964
PRR18	-0.79421870742267	0.79421870742267
AP001021.3	-0.794658812949861	0.794658812949861
ARSD	-0.798716205344692	0.798716205344692
ZAP70	-0.808398358245002	0.808398358245002
ZNF135	-0.832134402918588	0.832134402918588
MSI2	-0.836646750326229	0.836646750326229
MRO	-0.870510938251848	0.870510938251848
L3MBTL4	-0.894190177704014	0.894190177704014
LDOC1	-0.895133486211891	0.895133486211891
AC020634.2	-0.896155847582562	0.896155847582562
AGPAT4	-0.897802119295718	0.897802119295718
VSIG10	-0.9050363019704	0.9050363019704
LPL	-0.9183758558867	0.9183758558867
CRY1	-0.934276453826874	0.934276453826874
ZNF667-AS1	-0.955482993421746	0.955482993421746
ZNF667	-0.964722982899738	0.964722982899738
ZNF471	-0.970770174115681	0.970770174115681
PLD1	-0.974019643671292	0.974019643671292
SEPTIN10	-0.97512317185479	0.97512317185479
SOWAHC	-1	1
