ID	Factor1_Methylomics	Factor1_RNA	Factor10_Methylomics	Factor10_RNA	Factor2_Methylomics	Factor2_RNA	Factor3_Methylomics	Factor3_RNA	Factor4_Methylomics	Factor4_RNA	Factor5_Methylomics	Factor5_RNA	Factor6_Methylomics	Factor6_RNA	Factor7_Methylomics	Factor7_RNA	Factor8_Methylomics	Factor8_RNA	Factor9_Methylomics	Factor9_RNA
H020	27.5130534543241	16.7721900963188	-1.19020256207934	-1.24931890847352	3.23291087045355	4.9206715132761	18.6496904936656	28.3678590240993	-13.6602802372959	-20.1963596130599	8.40080988058201	15.570757900911	2.995373553805	5.94303252973481	6.98747251173471	9.21952768562244	7.73398372959197	15.7865173676422	7.0719963131747	4.44027700049875
H021	27.7867845322909	13.1941108115922	-7.92648378463529	-7.40041105428079	4.60910831912666	22.1420504578815	16.9948975140066	22.0289621737962	5.60837726060701	10.788545533507	0.918502982827134	8.8770254357164	1.58480649299368	8.56356573299475	0.356531862831275	5.43849439042433	-6.64537504049629	-2.58857999427915	-14.0396616845496	-12.6748456760365
H023	-31.1131229701756	-29.189712005776	-6.32524908039115	-12.0934723765183	12.7429288477208	15.688839837806	-6.15728469075575	12.4169887922607	-6.83320636163064	3.97619918319817	2.00254034348057	-3.04152561004758	6.32693394623331	24.9782206215049	-1.14902234344236	3.54700717698257	2.48842299081413	4.30742762535057	-11.3832727006511	-14.1336310075012
H027	-37.0791465837875	-22.8997724773115	0.718518108085412	2.07059774564465	8.79030301089846	10.9131413572159	18.6252187072028	25.0430681567316	-5.41599885909665	-10.791905138044	8.26850549042824	15.5293353213214	-16.6295820037704	-30.2799549981821	5.01855982096569	13.5747717639811	10.9702191046298	24.0830111633344	5.95130840736101	7.54207513124907
H028	26.6102113211894	19.5130251460662	-0.426506604658638	3.19321716795442	4.9492647460578	9.63756400743528	-16.0412343047765	-25.2422030941527	-2.02678136786155	7.85517518867903	3.68862530624278	23.3863189335634	2.6928627074709	9.40057622676375	3.48038009180689	9.76860139822583	-15.374632002191	-23.5926830760047	-10.4385626300463	-4.49297800920069
H029	2.54999909799037	-2.67428655626021	6.20861886470909	25.6744153406221	6.86036342024141	24.5097145487909	-13.0724431029163	-13.2165366959051	38.7182906522351	36.385688773112	19.2994350728086	35.8374808378201	-12.1429002276131	-2.54473265686833	9.04512199088031	13.3170210307916	10.5627719371479	12.8362630883157	4.97866699886816	12.3320969298152
H030	-29.1031033020469	-16.6617821431431	0.127317058450511	-2.21821820536279	-5.03117638537901	10.3292618189459	3.69916713892585	-20.9407759417931	8.39992173141704	-1.51487287073184	-2.83893583638522	3.02662390528169	1.39926384409058	8.3137154245282	-1.85368955434814	-9.29300434644069	-3.39717017423389	-0.952940891357535	-7.17129099875259	-9.81007164635925
H031	12.5334424839984	15.6618141406341	-1.67676003493399	-4.48183979569445	7.25498850040337	15.6644369112715	-16.694024208956	-32.4413123320344	-4.64020788436113	-1.61055030088615	7.40197480029774	19.3266677103139	15.2089467159638	24.2370173178564	5.11815414739148	12.3969160481269	-5.58493721205712	9.46871558530997	-9.52434702771935	-14.0733791848089
H033	37.4481586927757	19.4809607456404	6.68707966202246	10.5953951189093	7.20331709521002	10.1602890596515	-9.24879125520941	-4.30402320453106	-9.56736274260475	-15.134348303933	-5.54534774332115	-14.4258776872177	-2.28050157387074	-4.08469444666	-1.09338844708847	-13.2747743239309	-0.948187796130055	-7.20944890318981	4.13452740233185	3.91958590086221
H035	20.7187457441593	16.0271502432065	-4.83263445787164	-7.32700276763916	12.3066845301975	12.8576134027968	-8.48757697769324	-11.9908789811668	1.97836656098041	-4.78187786893179	-5.50519298073278	-13.0127233715417	-1.72764293031351	-9.32907529617631	-2.51756960308519	-5.32521017519138	3.55009589504812	8.03097702716002	-2.2742685147849	-5.73154093914758
H036	36.9610541464605	18.5842177033127	0.0909809457460393	-2.03940959053445	-3.45363832685331	-0.814600026049947	-11.5803173058681	-9.80628651279911	-9.78129978282011	-8.88612436777681	-3.53709451548512	-4.17552949808441	-3.50696098749393	-4.86657141805549	-1.12950747622813	-5.65879338197466	4.06488053701455	7.5643426291495	-2.22681486202792	-7.32456844941016
H037	4.08165058961895	14.5976716156412	12.6188194671613	19.3385363897851	-9.73741091161165	-8.98115911521666	7.8574811196661	15.2328997821209	8.97391406307439	5.57071270249933	3.32627362704995	-0.694572108516313	14.0998239595644	12.6191822016407	7.80505777697858	7.14765055683964	6.77075329171173	10.2799216332624	15.4695949504054	17.0200689591918
H038	39.3045333274466	26.8433881103146	4.69183319405923	4.97095159265471	-8.82879630508541	-8.9653332710146	6.12442341863014	8.82956283531252	-10.0762359717118	-5.83256180735873	-13.2024691459823	-25.2430496279049	-5.19678395766774	-7.16978387355246	-2.97827316120267	-3.27859465919233	5.61298337113165	1.00289619574828	1.67050684167133	-3.20640279725626
H039	31.4720029332022	22.2171720921947	0.0749353189545728	2.3001176897194	8.36717058537376	16.2007988172659	-7.12082538514125	-0.192143219574763	-9.28413966561904	-6.10986391710379	-2.34639469092435	1.02823222763429	-4.76917222255034	-2.1536130363831	-1.9493757587476	-9.98317506306349	2.94292479107174	7.29147544003582	2.66233048926683	-0.410008115106216
H040	4.27014288917031	1.73206191773878	-5.47680176129181	-8.12926720689315	2.25834229219842	-7.80553889319064	-18.8212664393432	-26.3815930268193	5.81690044428838	7.47081950809266	-9.28913379669754	-27.0283337733938	5.787074792173	-0.81821958087806	6.57319981490011	5.78528672673059	14.1213597583236	25.4066033382775	15.8957947611575	23.4868624011554
H041	33.2348490901574	23.5391056915252	0.748190164859538	4.79768006653286	4.75182112212399	18.1128916469448	16.6780322327239	14.5491974035154	-3.66211028707086	-8.30851068722065	9.24230157444499	16.5573351867949	-3.92612656821352	-7.0647863629127	5.25097166754256	7.24218226218152	7.54945782520908	18.171933913423	2.04452802219339	-0.686815305426675
H042	-38.6940703803794	-30.2107981826313	5.95499640524272	20.8212668879575	5.30230698215317	-10.7774993836662	-11.8416323632149	-32.8050685113926	-9.20894273961548	-8.18618277040305	-3.38903630258913	-5.83741691925041	-3.73705706925563	-7.4493600339488	7.50026569629939	12.7719244508078	9.93588669788594	24.1197729405773	7.77155320948791	-0.257300907744853
H043	-28.6416464187857	-15.4249514481814	-5.12309155168979	-12.448998714414	12.8897023919113	7.96218948309792	-4.07096603863019	4.63345172147899	-16.8076676479593	-19.4797763631803	2.6779140353668	10.9014225290474	-2.96062902732183	-9.87306629699391	-1.17480731943482	-1.6758575589157	3.15579581806307	20.3469048366738	4.44738655704131	5.80932819288973
H044	1.38452742643815	-1.5396416555114	-7.51696817406438	-11.8404872753383	0.048712184838086	1.28341028040347	-0.883321333014913	-32.9797053723155	20.3196025312445	15.3945747910259	-15.3717096611869	-28.8020586424886	-5.19406752554306	-21.9826925612349	2.66629770104763	6.33279487951615	-4.08672305397663	-5.29384500429728	15.4876964835506	20.1573634212193
H045	-31.5423689207082	-23.3704186055739	-1.48442326306003	-1.92910385987915	-3.98372927042691	-10.8578595362546	8.45441974748963	12.0277069803873	1.96391727350185	-6.8011724738436	-6.06019332451008	-10.1688385700933	-10.4733662690624	-20.0628052554393	11.9039324087457	24.337785071425	4.83860581809202	-1.78921636149893	2.35443406519585	5.2041814659406
H046	37.9427506209763	4.00822054986997	1.02104923850376	0.509262187799663	-6.57335388232763	-1.54194134145786	12.2295404377118	12.2540090989885	-10.5106191274312	-12.4230978325784	3.49925898056295	2.8351914466585	-2.72181644420303	0.57290428596127	10.2407880248178	14.677778887468	1.12483630944266	-3.11874747613882	2.79115144292186	4.54375670743852
H047	-33.4746288668527	-21.4470756096336	-5.19992199738718	-6.62108726841947	10.1469523440408	28.2444993216054	4.79423456578312	-19.8199722660101	-2.39721287932839	-1.19966893834454	2.29214143408097	9.79196036094643	-10.1182412032636	-10.7220602206331	0.950036486364225	-2.66362994187294	3.06543793513129	6.54842957683171	-11.80196544286	-11.6875070560854
H048	8.63698573614154	-2.04980367851662	-2.62100511271899	-7.8400640026963	7.95939546987156	-8.35053956846902	-2.76678680732526	14.3795833197708	12.0482007204055	21.6101469991163	3.11180867102921	15.6793965341065	-6.43025336570342	-16.5537628216631	-12.7347493256084	-14.661552420391	-10.1307212294065	-7.46131832966309	3.75662689733286	3.75498231152693
H049	3.04576492135686	14.2884522768954	3.6937693668278	-0.716368366610182	8.98769225751839	2.93732642591692	17.4389400443631	12.4787460010018	-0.148534825318971	-2.72468269929504	-6.48494688385924	-31.8437794187483	10.2704840955631	5.61367389011449	-4.61315476472012	-7.68611149122294	0.649339208946116	-3.24951449188201	20.9866788493415	22.0366454255921
H051	-9.52246551959454	-17.0277671492561	-0.596146449401921	4.3258420641517	-17.7167918260472	-20.3963074789321	-28.846054203816	-32.6360824289732	5.13556449536347	-16.8494734016715	-0.977552407995239	16.7958808806684	1.8169965477592	-0.493449034185733	13.770821667983	21.6255032843366	-5.80676819615142	-2.92717591371871	-10.7210350814262	-14.9413505493512
H053	21.3680186630947	6.62698078190645	0.0216166403706468	-7.48955472801684	12.18355063629	7.77637774004964	-4.87407321235546	11.7733316459288	4.93643509298261	3.28840851595931	-3.23593463849278	-13.7138290963337	3.45671043653176	-5.00432475032174	-5.42003194361322	-1.57804088013888	-10.8012595476073	-11.2966235944435	4.60413941658444	12.8415335504106
H054	38.0176562002805	22.2961313746314	2.55104738723319	8.40341872741801	9.1407130954892	17.5700716312595	-7.43844158196887	1.55012355077358	-3.70120783388696	-5.11241627472038	10.7648269422978	12.4421753710376	7.13305482362672	18.4581538442856	4.2675778975686	1.15556342887395	1.01881933834373	4.27946818293262	-0.627100222623166	5.63242312818505
H055	31.5056668186656	16.4904031991371	2.58960199585687	2.89648725752517	1.05788533906415	11.9601089165333	16.014769223178	23.7796287723456	0.800826791164308	-4.51766937244943	11.5543738430525	18.4763391872797	14.772318285481	21.7361895892957	4.39527073498477	5.50186016942988	-3.59432762389271	-3.78482359843314	1.61848771966859	8.86957166400642
H056	35.702901810576	18.3622783575296	-0.73691292763091	-3.16459563134918	2.38230999510467	22.8129353600871	6.24018304276285	16.432911113191	-11.6283011011841	-2.4862143664518	8.27837182315466	13.4831947722603	-9.78574129681981	-15.4652166802295	0.604704339381071	-4.75115596632272	1.06323320824963	-4.44873044863892	-9.97354546156126	-10.547582249336
H057	27.4923649965889	14.0531008390468	6.73217527363392	5.53393560458445	2.87012878065612	7.41150621364996	6.81628646857418	10.9756937663611	-3.30090237192266	4.30613491212786	-2.40071943707082	-11.2645900429613	4.15528874716258	1.04098956875748	-8.26626926612606	-11.6009744499805	-0.0821784809051543	-6.2018521572693	-9.06947673017965	-7.64726332891126
H058	8.19418563019161	-7.81471896795209	3.07041200739446	5.47699949078908	12.8246426804946	21.6351483813894	-4.61907535359708	4.93024983806339	19.2591492544555	18.3804041195712	-1.68339785474337	3.20765916762234	1.6567221935436	3.01082684516029	-6.99822751423068	-3.59833950712798	-9.1916408679296	-7.3306097601324	7.96794696703483	21.2682800184411
H059	33.594897779322	27.7632418714385	6.04230433584286	12.4788690197679	-8.31853277330631	-18.9433775324615	4.49761446055356	-1.98272039466996	-5.02065924602189	-2.61260719423813	2.79145355240796	3.95243281336912	-5.07817152833968	-9.27067182432707	14.6207325179059	26.632593913738	-17.1389618014819	-28.7797710399681	-9.51903779731588	-14.9996110387817
H060	36.8349350444464	18.600554042464	0.0443380884748475	-0.660151143379643	-2.46068092125984	13.554530053976	11.1549488289435	26.5983283269532	-2.60243469975772	1.24475054111921	-2.42826517914925	-2.60896376557592	-2.48620461643419	0.226416331197726	-6.01601059000214	-4.24588383070238	-6.71197292626058	-18.2164759883692	-6.86714620727011	-0.296600080075875
H063	10.7403898851015	6.79971217149895	-10.677340729256	-14.9958623096673	12.3568624504087	18.6523406342776	-5.09343058641038	-3.0361289961621	4.93971277170297	18.4880355887527	2.62162866247356	-2.700271449082	11.0293311288003	15.9236930534249	7.77507766869721	18.7079190219174	3.33888106363339	5.19106201122686	5.7696163615189	5.6370560142418
H065	-26.7767383540266	-17.2851623591624	0.140945597952861	-4.27597794318214	9.13785081133224	14.7546539763886	-13.5425083667865	-2.78899393199041	-8.03691792569741	-3.47388072937745	1.90194621271615	8.88460136030336	-0.30929371816259	2.17333901304918	-6.76771909432293	-15.5152867939098	-4.18164099604609	-12.8893809802152	-9.81779236766062	-10.5612077344105
H066	-28.7072135422316	-17.7372581902227	4.09676032577348	10.3139426789633	8.56446981718356	12.4276304257054	14.3088767419014	-3.58400568619628	-9.20092105918974	-3.37607597980995	-0.0627110496239492	4.65391734676383	0.973676637243572	8.86961005005259	-7.81536731999043	-20.7470538746522	-5.83892362311626	-16.599622874374	3.18353212999152	3.27856146342116
H069	-30.3402527862356	-25.312395117509	2.20792059831311	9.82918976953355	11.8199523631791	27.7406137960603	-11.1522731450737	-7.03810501584699	0.154034472564723	7.34249829395164	7.49680806468096	20.0557525104924	0.65042035210615	12.3249635488121	-3.80756986575867	-13.2487926836566	0.156574698315041	-7.36693062882292	-11.6077190731854	-3.80634857344329
H072	14.1982441466428	3.41101757545148	-11.262563736487	-23.0129716075489	10.1277642965873	18.0983281504145	12.7248765028247	5.31803466538703	6.5853758668226	-0.0724146977424075	-6.59162092323359	-13.5569531456735	-9.69004335206663	-21.7148735412575	-5.70211672570598	-8.44105527189571	-15.8730856280483	-16.7004163410002	10.6946769965447	13.4735980171462
H073	6.29078310744128	4.16371621040414	16.2770011499173	21.5492385043942	-0.532809920860058	-12.7712240124749	10.237775787532	15.1799514128798	12.9063983821497	16.0636887407936	-12.1394103074434	-38.6902068636527	18.3990636620987	21.8021445514132	-11.3248510573124	-12.5384653973997	3.62424968474959	0.991934318311639	-10.3473070618457	-14.5391304145674
H077	-32.8743373484795	-6.27789924011278	5.55799239333639	11.2205167406561	12.4694055918191	5.90053114084185	-3.92308788590886	-3.10231609153434	-15.217845530478	-14.6480210907493	-6.37782908663792	-26.2463634517509	0.195054840591567	4.3837564948031	-7.48513742315356	-17.6744372553114	4.70060314177483	3.89634135292629	10.854976416298	15.3653892619526
H078	-34.2481796740847	-23.4095293631369	-7.01820767759329	-9.2145187351182	5.71797595077417	19.7663816183329	14.4999010527301	15.3703243689791	1.37321331325933	7.64388318959716	3.21379195991082	7.93131893048668	1.89244416425425	14.520636217554	1.60013790034939	4.82375156926764	3.26765390662245	4.11022183984911	-5.50938524570981	-3.13664534368266
H079	-27.5836457521065	-17.4773425927078	-13.391956040975	-21.2598807306703	-3.01260054642224	-5.92043942006226	10.3250837238378	12.1795545636739	4.03882227246619	6.6928052081427	-15.5696176549946	-33.5874637030396	6.4605800177283	12.2392752344218	8.55314637758994	21.8601527604785	7.01396139617226	6.07100403055215	-10.463350257485	-16.2054183620339
H080	-34.6044854053389	-15.2449886559496	-0.862750409862258	-5.01935411655787	5.08204916837448	4.37840458339938	12.7442473274131	18.4993104653957	-2.4447099857008	-4.47673820092919	2.90021718973532	0.164570379000617	-0.633261849920407	-0.521419004885537	0.532083010249702	2.99193925069019	0.864347329363925	-3.53031155458039	-1.41911837433125	2.36386051095369
H081	35.5935018622127	24.3628049244304	-3.63142089953906	-11.4224306194575	9.12966560268565	41.8284293425042	-12.6552005459432	-14.1690739939452	-9.73910701885945	-12.4949898193656	3.95080218510944	17.4984005981076	-12.8829444947209	-24.1734035735325	3.39955358894418	-1.40833438896274	5.00996095333686	15.0103000909229	-6.25585510562085	-11.4000856917894
H082	14.0717435933388	12.7170224638258	-3.36336243076772	-4.62466169552775	1.47334282649257	6.56348106615554	9.0416392544987	7.17293729130435	4.80794076515799	6.12829609345786	-2.60534094152574	-11.56932939983	14.618692997547	16.0141574372695	3.67076885775127	12.910226762284	2.24635202762482	5.5066580406453	-5.66089421968364	-7.2905693443006
H084	-34.3107518297048	-11.7040766016855	1.17264113281806	-1.29898652595402	13.540209211128	20.1186077813079	14.669997573753	8.13908659803071	-12.3536130150269	-14.4853240519069	4.62755264530794	0.500710024066137	0.355290098889205	2.31632466970931	-7.79434456117978	-13.3412592380666	-0.0562824895851871	-0.816941297501329	-0.751107067118766	4.90798634978501
H088	31.9551954798949	13.0164639305212	5.49284710057915	11.7867927930425	-3.28026194571948	-10.800510773194	-8.37472390131698	2.36244828429115	-8.62565715146961	-0.338073282102843	-6.67467431569539	-13.2490048497202	-4.17432521329844	-4.88662456451105	3.57278354326762	3.4496954391476	5.90726200687096	0.863822989803214	8.52296971455457	6.53647262416118
H089	33.7159565776638	14.1475934464342	2.99709820638951	7.9117062982799	0.423184354391477	1.84118509290406	-8.94893436713025	0.372930049435112	-0.754174801276693	-5.24219609941004	-7.84672471677273	-17.3444319142844	-2.78722110503614	-4.42558355581357	-5.0692767618435	-12.1371992422891	1.75747812192539	-0.246208925466583	-11.0911380797002	-19.0524771495011
H090	7.47176132005528	-8.16426602219733	1.4355842950369	6.39857643513839	14.6811605481838	25.8323547568972	-9.45939053575692	-7.01048892527574	17.3227294124517	18.5399207613188	0.648553741818166	6.78404266977448	5.1207254260331	8.75722434583611	-3.04067984891384	-4.94733010511687	-14.9334695278874	-18.8406859328288	1.11827200735018	14.4875677198699
H093	-33.2401207811624	-8.84795990002297	10.1524650529612	16.5184498244407	6.03428450087694	27.6662390656351	-22.1291093687686	-48.3770978833806	-8.49296643328911	-5.03071972199446	-1.36293335383331	3.06421969163893	-0.78979059866773	2.82630058923931	-2.37818606231208	-16.2965464069912	-8.20749845933907	-9.83752404004941	-2.93661197827596	-3.28287463973735
H094	31.2150015313549	24.4802395234079	-4.54895125773424	-12.4976156296493	-1.30979025613939	16.4802686577214	-0.231624509300417	-27.4969777112509	-4.35752601906409	-8.78139460116788	-9.14459453138955	-1.73283883753585	-16.1707769697127	-30.7889876259537	5.67360711619966	10.2833747335532	-12.0011306256958	-14.4350678570495	-1.75824581894188	-9.69687707078753
H095	-23.8355648322318	-20.132579822921	-4.62068055980204	-15.8843018102765	13.334840519523	18.9448533120035	-3.42832819102474	-7.33397706983918	-8.90487566366905	-20.2660903035637	-1.2878237042748	-4.23161878973434	-6.29791958376471	-18.2064680756475	-1.14116914058771	-0.856696924707802	0.962657630567798	7.27353259032282	-0.230918095596134	4.18290079838247
H099	42.2553398440173	21.7627209524539	7.89029112116049	14.0236956264262	6.8259081243321	7.39181064729746	-6.91643146053877	-4.40797582706572	-2.97707819988446	-3.87490300229461	-1.75527959485958	-13.8020773606533	1.22043763854596	3.05815584016377	-3.21560561780363	-10.5684030622808	8.40443488227212	9.76554727180211	1.82965659010882	2.49304735538709
H100	35.071194242225	22.5862977017538	-5.34554315741195	-10.9467899432465	-7.51230158727112	-14.0921785390859	8.36400014416478	5.98366669967427	-4.03677893097533	3.35587317801204	-18.2254535640433	-43.8620151389331	6.62389522738385	10.7957715467609	6.26681208828248	16.354489373288	10.9552510639535	9.83481665622815	-4.55351149270826	-10.0742880030471
H101	29.1727779349344	9.1463891197216	-4.7144336205177	-9.57644477883862	10.4814929673318	14.556429735919	-17.6376020077278	-29.324307234757	-14.1438732286342	-11.492462268379	-4.51868639505797	-10.051120278529	-4.92262879290222	-8.69268902161261	2.48390961715396	3.90983767687283	-6.0737738619998	-2.95081226027443	10.7959237112629	17.1727920818024
H102	-17.4995039835843	1.19582416172544	-4.95390323870371	-13.5902632871359	-1.00478243983588	8.58138611293397	-16.9548682797459	-33.9967918632909	-11.2498252064604	-20.5676650472943	0.120014669579912	9.66770113369872	-2.02395278297413	-8.82131566608239	11.26475031228	10.0383813138961	-5.8288557476561	-3.58984160786656	7.27161208120058	8.69077976270442
H103	20.9928399346216	2.77902893487795	-0.934942691587101	-2.55600633456861	3.30003769912612	-0.183556036482464	9.52829475254784	-1.36968443501091	8.42294149613192	5.37571899367205	-7.90793132383392	-17.9220345204482	-7.27628288340341	-17.9795543175756	-0.899607776766226	1.123799299468	-6.86933459051623	-13.2448156866208	9.47213533619881	9.00771289470012
H104	-37.2940065032401	-14.0345459525485	8.76050262207983	10.123837299928	-8.99610037256834	-11.9327928109788	11.2950553133632	19.6216881640058	-4.17438506893058	-10.0927032173792	-1.14208769695168	-4.25499681031502	1.20111805921112	-1.57044382140742	2.71393542993362	3.04578610264947	3.94271054759708	0.145885309599814	4.41270904087182	3.97225752845317
H105	24.0848725766175	24.7262961517154	-7.09826401384999	-5.38543924286591	2.70446695331908	11.381933873407	5.3093347713013	-22.5788170124805	8.2506837742087	13.2994307921659	-7.48074845656781	-13.8955709652397	-0.992711782170692	-2.43254812216857	1.70619984632009	-1.16221264687134	1.34689804234555	4.4762327416365	-3.33274868314947	-11.5050584007388
H107	-30.9739949328	-19.1781191925193	7.02878168913702	5.73470074600701	-5.38213209777898	-7.42996669716046	9.995219259588	12.2331351671461	-2.89729652828088	-4.87912228282485	-2.56354011534294	0.0728685889319004	-3.25746600766369	-1.75879789915073	1.06346740106512	3.4957343281265	-7.2376540695805	-12.9826032343896	0.351448670217083	-0.896536246725239
H108	22.4619415234404	8.79703227624726	-6.64331339454089	-5.75013553450909	2.62076887697902	14.846586797654	15.3257290800483	21.3769424080824	-5.59063911180041	-13.5615627982294	13.0870198976954	29.1364660058362	1.18580244085434	8.61522867188949	11.3965636490313	13.7724720172582	-1.77572268128118	4.28915264407376	-7.05718977205451	-6.79722891424082
H109	-31.9055768922769	-2.83513030274075	1.00907790009507	-0.350612023416043	-13.922926182354	-25.6472158492981	-1.08539073134825	-19.1388744320276	-10.3989352808135	-18.7365581092791	-3.01446939085479	-4.84624211066097	6.26800058638097	12.2658279033999	10.0381107194156	10.1252985192978	-13.707360547247	-19.9599666708416	10.2886383397951	11.3927528761592
H110	41.7662016200292	26.4335183401077	0.619053366504845	-0.565723820034475	-8.82638496007143	-8.10509501102733	10.6985571010987	19.6592956824361	-12.9883715335362	-15.7103087924348	1.69919935970604	1.87600987721908	0.215767659987691	4.86535024231653	4.26464122711331	7.71309080607561	2.73900479002152	1.35631166800057	1.61706196186147	1.29296451736849
H111	-35.1373253304797	-37.8618200860169	-0.339869498167133	-4.31681822131215	2.56319979112996	8.14738275501296	6.68466572219166	-0.429213163685129	-4.26456519948028	-10.1987355717842	-1.51344707090005	-0.241787811298443	0.431623174785597	5.25561756881312	-5.02912015486849	-12.0576509366045	-9.11578848563401	-14.2216142060167	-11.1216792005549	-6.93529457987295
H113	8.92450732947595	19.0602545237333	7.24065689384642	15.0514541199281	-6.98422279322352	-20.009423669846	2.20528019925127	-9.73449021992738	-7.92377374219712	-8.09971931276234	10.2690786782715	16.7339031120743	19.0445919619251	23.7986227251161	8.4979103267982	14.2597866439271	-4.91321941894116	-1.62495652565517	4.05949724849155	13.8099985718815
H115	9.22158381116637	12.781377722388	8.96826340055081	10.3515894410003	8.94833297663196	-0.793507247138954	22.8730043275486	39.6635413493054	4.67497693153024	3.83908116296961	3.24337999731128	-4.84048755263938	11.037898635584	11.5875402757969	-1.84497165251442	2.67340886457028	2.62250613755006	3.37130272889755	6.25665869164717	9.18647942663253
H117	-22.2983058400538	-16.6703101556351	5.2857340265443	13.2665379280141	1.3711779545163	-14.4279979156632	-7.07509644948823	-0.137903664987417	1.32688700558564	-0.316057563832879	-4.09529126291207	-17.2326469345857	-2.45288837410979	-5.8127650178242	-1.46771233186228	-11.0348040913651	2.27233525886194	0.0174769535744336	-9.25197716156617	-14.9951362610248
H118	14.0836536665409	4.34225384605264	2.97913882305881	10.3468552493347	5.37920747882616	31.7387274202464	7.38014067115872	2.76437679914557	11.5735462570431	8.44643930129098	20.4355179489836	43.6768020954225	-5.89060540262633	-9.18741761362423	9.97413924585195	10.6905909355003	-4.55993408466082	2.5823097940396	-7.01563429844963	-6.20620847899213
H135	44.9647654865018	32.9013416070419	-2.76491531743323	-0.912209416307274	-17.249790125106	-37.3088296008922	-21.1206690060301	-4.38363780014914	-14.4350424644084	-1.92934763118528	7.20318005537594	16.1417700853143	1.30900726893289	6.49463229446456	-4.83825404019197	-8.22372363081143	12.0592019059379	22.6403345511888	-6.82818565629101	-14.3352738858972
