weights	features	abs_weight
-0.629208830048588	cg02494794/FOXK2	0.629208830048588
-0.630076624499898	cg27138600/NA	0.630076624499898
-0.630923296976618	cg18440230/ERGIC1	0.630923296976618
-0.633612498095745	cg23847069/RAP1GAP2	0.633612498095745
-0.634776296496885	cg09639964/ABR	0.634776296496885
-0.636926419289086	cg17501906/NA	0.636926419289086
-0.638665644716318	cg09179248/PRKCZ	0.638665644716318
-0.639529793276499	cg07841353/COL23A1	0.639529793276499
-0.63968320532639	cg20194872/FOXP4	0.63968320532639
-0.64106301790255	cg00381745/ZNF394	0.64106301790255
-0.643946645717672	cg13680246/AP3M2	0.643946645717672
-0.645540025501591	cg23234149/TP73	0.645540025501591
-0.646700188101121	cg02319016/PAK2	0.646700188101121
-0.647276146750559	cg21537915/TXNDC5	0.647276146750559
-0.649315451104623	cg18124517/TNFRSF1B	0.649315451104623
-0.64980805558248	cg13622265/TTLL11	0.64980805558248
-0.650063663075718	cg21459713/ERICH1	0.650063663075718
-0.650336663433702	cg14378420/NA	0.650336663433702
-0.65073709241871	cg08826919/NA	0.65073709241871
-0.653147024478854	cg10087754/TTYH3	0.653147024478854
-0.655607512723453	cg19254118/ADAT3	0.655607512723453
-0.655994972224308	cg01553231/NA	0.655994972224308
-0.657844781994687	cg09614810/EEF1A1	0.657844781994687
-0.658426403075361	cg22032366/HMGN3	0.658426403075361
-0.65924523306782	cg26203572/NA	0.65924523306782
-0.660345563962156	cg10226073/FOXN3	0.660345563962156
-0.660819754096936	cg25069807/TK1	0.660819754096936
-0.661883874103644	cg06816077/NA	0.661883874103644
-0.664133024257081	cg11481351/FNDC7	0.664133024257081
-0.666694818301213	cg02803604/ZBTB24	0.666694818301213
-0.666790172983457	cg04336433/CREBBP	0.666790172983457
-0.667007086642774	cg17352276/SNORD16	0.667007086642774
-0.667736582908851	cg14397171/CHSY1	0.667736582908851
-0.668445728188908	cg13093111/ARSG	0.668445728188908
-0.669839610215651	cg00981070/PRKCZ	0.669839610215651
-0.671613639522632	cg27019645/NFATC1	0.671613639522632
-0.673350103028659	cg20035319/TNRC6C	0.673350103028659
-0.676487605895516	cg23683620/NA	0.676487605895516
-0.677520053239943	cg19376664/PBX2	0.677520053239943
-0.677832785114066	cg14171824/PRKCZ	0.677832785114066
-0.678749764382731	cg10156706/CDKL4	0.678749764382731
-0.679251569408225	cg05878887/C3orf26	0.679251569408225
-0.680413803659637	cg15077193/PTBP1	0.680413803659637
-0.680482815486744	cg24278165/TNFRSF10A	0.680482815486744
-0.681024597020142	cg25643199/NA	0.681024597020142
-0.681241464214854	cg04979551/CREBBP	0.681241464214854
-0.682698082008505	cg23303108/TNFRSF10A	0.682698082008505
-0.682977229232998	cg14210119/NA	0.682977229232998
-0.686816616748422	cg00935043/IRS1	0.686816616748422
-0.687844099756929	cg21796528/FOXN3	0.687844099756929
-0.693411209200295	cg09416521/FOXK2	0.693411209200295
-0.695487495701175	cg12159837/ABR	0.695487495701175
-0.696526545978908	cg27509381/C1QBP	0.696526545978908
-0.696638918715734	cg04861869/CHSY1	0.696638918715734
-0.700279109795745	cg16430963/WWTR1	0.700279109795745
-0.700527627291898	cg23128584/DIP2C	0.700527627291898
-0.701198406643156	cg01398502/NA	0.701198406643156
-0.702250820852333	cg10057528/C1orf86	0.702250820852333
-0.703727502605589	cg14330737/PFKP	0.703727502605589
-0.704688289327141	cg21643841/EXOC2	0.704688289327141
-0.705283593143735	cg21880888/DDR2	0.705283593143735
-0.707462199936708	cg20400171/NA	0.707462199936708
-0.71275714966911	cg08885114/ERICH1	0.71275714966911
-0.714304915343998	cg16340422/PLD6	0.714304915343998
-0.71440576299719	cg05799169/PLXNB2	0.71440576299719
-0.716054899211462	cg17210535/MCF2L2	0.716054899211462
-0.716861560601709	cg22245494/SYNM	0.716861560601709
-0.731292163268399	cg04600000/RASA3	0.731292163268399
-0.735712363618618	cg13049261/SETD3	0.735712363618618
-0.744534023734791	cg02365577/SIPA1L3	0.744534023734791
-0.744691538046577	cg18145937/IL4	0.744691538046577
-0.752214980351713	cg15811904/CCNK	0.752214980351713
-0.761431075369656	cg11940177/PGAM1	0.761431075369656
-0.764519120729036	cg15032490/PAK1	0.764519120729036
-0.774995415754939	cg00866690/PRKCZ	0.774995415754939
-0.791702307876287	cg21943004/OR4D11	0.791702307876287
-0.794682872604179	cg13866156/SLC35E2	0.794682872604179
-0.799221299522189	cg09104284/AFG3L1	0.799221299522189
-0.804941260814464	cg16618417/ARHGEF18	0.804941260814464
-0.809090627799758	cg02915803/LOC728661	0.809090627799758
-0.81237063445519	cg07794169/AFG3L1	0.81237063445519
-0.823679562057069	cg02760445/AFG3L1	0.823679562057069
-0.868795453258928	cg11428189/NA	0.868795453258928
-0.885229287006018	cg27150870/ANKRD11	0.885229287006018
-0.973435118229955	cg08570691/RPL13AP5	0.973435118229955
-1	cg11252555/RPL13AP5	1
